"","SchoolYear","NCESDistrictID","StudentID","AdministrationDate","TermAssessmentSubject","ScaleScore","PercentileRank","GradeEquivalent","StudentGrowthPercentile","BenchmarkLevel","WindowName"
"819","2023-2024","108807015","108061413","2024-01-10 15:17:01.450","Math","792","66","7.7","41","1","MOY"
"820","2023-2024","108807015","108060244","2024-01-16 19:26:21.752","Math","558","4","3.6","49","4","MOY"
"821","2023-2024","108807015","108061491","2024-01-11 17:16:30.750","Math","802","70","8.1","15","1","MOY"
"822","2023-2024","108807017","108088303","2024-01-24 20:58:15.414","Math","529","2","3.3","24","4","MOY"
"823","2023-2024","108807087","108124160","2024-01-23 15:17:11.727","Math","558","4","3.6","","4","MOY"
"824","2023-2024","108807087","108124160","2024-01-18 17:06:47.873","Math","637","13","4.6","87","3","MOY"
"825","2023-2024","108807017","108230064","2024-01-24 18:39:25.894","Math","814","61","8.7","94","1","MOY"
"826","2023-2024","108807108","108075555","2024-01-17 18:13:03.117","Math","801","97","> 7","87","1","MOY"
"827","2023-2024","108807087","108229873","2024-01-25 18:52:57.140","Math","919","97","> 9","89","1","MOY"
"828","2023-2024","108807017","108070887","2024-01-24 19:47:32.560","Math","840","71","> 10","30","1","MOY"
"829","2023-2024","108807108","108179098","2024-01-18 18:14:15.314","Math","576","27","3.8","16","2","MOY"
"830","2023-2024","108807108","108120916","2024-01-19 18:29:18.932","Math","619","45","4.3","4","1","MOY"
"831","2023-2024","108807017","108197283","2024-01-24 19:45:42.965","Math","557","3","3.6","58","4","MOY"
"832","2023-2024","108807087","108229894","2024-01-23 17:31:28.185","Math","747","47","6.4","76","1","MOY"
"833","2023-2024","108807015","108195741","2024-01-10 15:16:41.382","Math","730","41","6.1","86","1","MOY"
"834","2023-2024","108807087","108155162","2024-01-23 21:01:35.003","Math","645","15","4.7","1","3","MOY"
"835","2023-2024","108807087","108090146","2024-01-23 14:36:39.014","Math","734","42","6.2","13","1","MOY"
"836","2023-2024","108807087","108200300","2024-01-23 21:02:15.408","Math","521","2","3.2","46","4","MOY"
"837","2023-2024","108807017","108057665","2024-01-24 18:16:04.508","Math","739","33","6.3","7","2","MOY"
"838","2023-2024","108807087","108178201","2024-01-23 17:09:05.659","Math","472","1","2.7","1","4","MOY"
"839","2023-2024","108807108","108060984","2024-01-17 18:26:17.129","Math","516","11","3.1","7","3","MOY"
"840","2023-2024","108807015","108061287","2024-01-16 19:28:21.581","Math","761","53","6.8","76","1","MOY"
"841","2023-2024","108807017","108185637","2024-05-02 18:49:15.728","Reading","668","26","5.9","98","2","EOY"
"842","2023-2024","108807009","108049856","2024-05-02 17:55:06.839","Reading","476","5","4.2","44","4","EOY"
"843","2023-2024","108807017","108064954","2024-05-15 18:37:23.957","Reading","876","46","7.6","68","1","EOY"
"844","2023-2024","108807087","108192373","2024-05-10 13:37:17.715","Reading","264","1","2.6","17","4","EOY"
"845","2023-2024","108807087","108115039","2024-05-13 18:08:37.208","Reading","1026","74","9.1","33","1","EOY"
"846","2023-2024","108807015","108056998","2024-04-30 16:41:36.181","Reading","392","5","3.5","20","4","EOY"
"847","2023-2024","108807087","108114919","2024-05-10 15:33:49.497","Reading","370","4","3.3","17","4","EOY"
"848","2023-2024","108807017","108205131","2024-05-15 17:13:06.866","Reading","686","27","6.1","82","2","EOY"
"849","2023-2024","108807087","108178179","2024-05-10 18:37:48.011","Reading","530","16","4.7","7","3","EOY"
"850","2023-2024","108807017","108110302","2024-05-15 13:21:56.920","Reading","547","12","4.8","55","3","EOY"
"851","2023-2024","108807009","108052346","2024-05-02 17:52:34.916","Reading","955","45","8.5","27","1","EOY"
"852","2023-2024","108807009","108048561","2024-05-03 13:47:02.975","Reading","814","29","7.1","65","2","EOY"
"853","2023-2024","108807017","108138171","2024-05-08 14:03:33.176","Reading","560","14","4.9","93","3","EOY"
"854","2023-2024","108807017","108185651","2024-05-08 19:17:04.405","Reading","784","37","6.8","99","2","EOY"
"855","2023-2024","108807009","108048951","2024-05-02 19:06:44.640","Reading","964","46","8.6","47","1","EOY"
"856","2023-2024","108807087","108199995","2024-05-07 13:23:27.199","Reading","349","3","3.2","66","4","EOY"
"857","2023-2024","108807017","108113851","2024-05-15 18:21:46.996","Reading","793","37","6.9","92","2","EOY"
"858","2023-2024","108807087","108247753","2024-05-13 18:48:46.100","Reading","136","1","1.7","4","4","EOY"
"859","2023-2024","108807087","108247753","2024-05-13 18:11:43.997","Reading","90","1","1.3","","4","EOY"
"860","2023-2024","108807087","108178174","2024-05-10 18:40:35.952","Reading","248","1","2.4","2","4","EOY"
"861","2023-2024","108807087","108250028","2024-05-10 15:56:52.613","Reading","373","4","3.4","","4","EOY"
"862","2023-2024","108807087","108178275","2024-05-13 16:35:44.386","Reading","276","1","2.6","64","4","EOY"
"863","2023-2024","108807087","108178275","2024-05-07 16:27:24.351","Reading","338","3","3.1","","4","EOY"
"864","2023-2024","108807087","108229870","2024-05-10 15:57:10.825","Reading","464","9","4.1","39","4","EOY"
"865","2023-2024","108807017","108076656","2024-05-15 17:15:19.445","Reading","625","20","5.6","8","3","EOY"
"866","2023-2024","108807108","108186981","2024-05-08 17:32:28.951","Reading","497","43","4.4","99","1","EOY"
"867","2023-2024","108807087","108237256","2024-05-10 18:38:05.572","Reading","696","39","6.2","47","2","EOY"
"868","2023-2024","108807087","108109036","2024-05-13 16:39:39.309","Reading","349","3","3.2","10","4","EOY"
"869","2023-2024","108807087","108109036","2024-05-08 16:21:31.068","Reading","441","7","3.8","","4","EOY"
"870","2023-2024","108807009","108048971","2024-05-02 13:39:19.193","Reading","378","2","3.4","12","4","EOY"
"871","2023-2024","108807108","108179098","2024-05-02 16:49:57.777","Reading","347","13","3.1","55","3","EOY"
"872","2023-2024","108807014","108078932","2024-05-07 14:31:51.645","Reading","468","5","4.1","31","4","EOY"
"873","2023-2024","108807014","108040189","2024-05-07 14:34:17.812","Reading","570","9","5.0","","4","EOY"
"874","2023-2024","108807017","108185500","2024-05-15 13:37:12.652","Reading","1031","63","9.1","94","1","EOY"
"875","2023-2024","108807009","108039438","2024-05-02 14:59:32.131","Reading","708","20","6.3","91","3","EOY"
"876","2023-2024","108807015","108056963","2024-04-30 20:03:10.557","Reading","582","23","5.2","84","3","EOY"
"877","2023-2024","108807009","108191834","2024-05-02 14:57:44.116","Reading","872","35","7.6","98","2","EOY"
"878","2023-2024","108807014","108053700","2024-05-07 15:53:40.766","Reading","908","39","8.0","71","2","EOY"
"879","2023-2024","108807017","108121355","2024-05-15 13:39:51.098","Reading","933","54","8.3","97","1","EOY"
"880","2023-2024","108807108","108122576","2024-05-02 16:56:03.361","Reading","175","2","1.9","35","4","EOY"
"881","2023-2024","108807017","108147123","2024-05-15 18:19:45.674","Reading","608","18","5.4","3","3","EOY"
"882","2023-2024","108807108","108075576","2024-05-02 16:48:39.167","Reading","109","1","1.6","20","4","EOY"
"883","2023-2024","108807108","108075558","2024-05-02 16:55:22.958","Reading","369","17","3.3","35","3","EOY"
"884","2023-2024","108807014","108049158","2024-05-07 19:11:18.392","Reading","1041","52","9.1","26","1","EOY"
"885","2023-2024","108807108","108075507","2024-05-08 16:51:28.089","Reading","494","42","4.3","99","1","EOY"
"886","2023-2024","108807015","108157946","2024-04-30 15:22:13.050","Reading","424","6","3.7","11","4","EOY"
"887","2023-2024","108807017","108106267","2024-05-03 13:56:50.527","Reading","812","40","7.1","88","1","EOY"
"888","2023-2024","108807009","108193639","2024-05-02 20:13:30.831","Reading","573","9","5.1","37","4","EOY"
"889","2023-2024","108807015","108243663","2024-05-02 15:07:11.540","Reading","115","1","1.6","8","4","EOY"
"890","2023-2024","108807108","108075604","2024-05-02 17:02:38.963","Reading","586","62","5.2","94","1","EOY"
"891","2023-2024","108807009","108137071","2024-05-03 15:07:46.183","Reading","375","2","3.4","5","4","EOY"
"892","2023-2024","108807108","108075555","2024-05-02 17:09:35.605","Reading","905","92","7.9","99","1","EOY"
"893","2023-2024","108807014","108234066","2024-05-07 15:30:01.995","Reading","220","1","2.2","53","4","EOY"
"894","2023-2024","108807009","108232184","2024-05-02 17:45:27.044","Reading","1218","66","11.5","53","1","EOY"
"895","2023-2024","108807009","108051963","2024-05-02 14:56:26.780","Reading","707","20","6.3","18","3","EOY"
"896","2023-2024","108807108","108075516","2024-05-02 16:49:18.181","Reading","330","11","3.0","26","3","EOY"
"897","2023-2024","108807014","108057962","2024-05-07 15:32:26.296","Reading","691","19","6.2","14","3","EOY"
"898","2023-2024","108807087","108102780","2024-05-13 18:15:22.587","Reading","275","1","2.6","3","4","EOY"
"899","2023-2024","108807108","108060984","2024-05-02 17:01:00.365","Reading","423","26","3.7","10","2","EOY"
"900","2023-2024","108807108","108075519","2024-05-02 16:47:25.756","Reading","323","10","3.0","48","3","EOY"
"901","2023-2024","108807009","108137072","2024-05-09 13:42:26.261","Reading","506","6","4.5","19","4","EOY"
"902","2023-2024","108807087","108142439","2024-05-10 16:06:03.077","Reading","770","46","6.7","72","1","EOY"
"903","2023-2024","108807015","108056900","2024-04-30 18:45:01.553","Reading","922","66","8.2","32","1","EOY"
"904","2023-2024","108807014","108040823","2024-05-07 19:01:46.062","Reading","1075","54","9.5","47","1","EOY"
"905","2023-2024","108807014","108051575","2024-05-07 14:22:33.084","Reading","620","13","5.5","4","3","EOY"
"906","2023-2024","108807015","108085701","2024-05-02 19:34:20.071","Reading","1105","79","9.7","96","1","EOY"
"907","2023-2024","108807014","108243035","2024-05-10 19:34:52.955","Reading","183","1","2.0","4","4","EOY"
"908","2023-2024","108807108","108179113","2024-05-07 17:00:43.690","Reading","524","49","4.6","99","1","EOY"
"909","2023-2024","108807017","108110324","2024-05-15 13:29:59.255","Reading","530","11","4.7","14","3","EOY"
"910","2023-2024","108807015","108056461","2024-05-02 15:42:22.268","Reading","798","49","6.9","18","1","EOY"
"911","2023-2024","108807009","108179381","2024-05-02 19:20:00.255","Reading","556","8","4.9","27","4","EOY"
"912","2023-2024","108807017","108185628","2024-05-15 13:42:07.219","Reading","542","12","4.8","16","3","EOY"
"913","2023-2024","108807015","108183467","2024-04-30 18:57:48.053","Reading","622","29","5.6","81","2","EOY"
"914","2023-2024","108807017","108137451","2024-05-15 18:31:55.176","Reading","790","37","6.9","50","2","EOY"
"915","2023-2024","108807009","108049874","2024-05-02 13:32:39.499","Reading","675","18","6.0","56","3","EOY"
"916","2023-2024","108807017","108064945","2024-05-15 17:26:54.899","Reading","656","24","5.9","20","3","EOY"
"917","2023-2024","108807014","108053149","2024-05-07 15:24:32.570","Reading","526","7","4.6","23","4","EOY"
"918","2023-2024","108807009","108053300","2024-05-02 13:49:06.905","Reading","967","46","8.6","85","1","EOY"
"919","2023-2024","108807014","108052036","2024-05-07 20:24:22.609","Reading","970","47","8.6","73","1","EOY"
"920","2023-2024","108807015","108060244","2024-05-02 16:18:04.784","Reading","455","8","4.0","24","4","EOY"
"921","2023-2024","108807014","108053563","2024-05-07 20:16:42.507","Reading","1130","58","9.9","47","1","EOY"
"922","2023-2024","108807014","108137633","2024-05-07 14:23:02.823","Reading","704","20","6.3","19","3","EOY"
"923","2023-2024","108807017","108064863","2024-05-15 13:38:50.778","Reading","725","31","6.4","35","2","EOY"
"924","2023-2024","108807015","108056957","2024-05-02 16:28:42.148","Reading","631","30","5.6","1","2","EOY"
"925","2023-2024","108807087","108203590","2024-05-10 14:51:06.366","Reading","8","1","0.0","8","4","EOY"
"926","2023-2024","108807015","108234166","2024-05-13 16:31:54.934","Reading","687","36","6.1","97","2","EOY"
"927","2023-2024","108807009","108049175","2024-05-02 20:20:42.340","Reading","817","29","7.1","30","2","EOY"
"928","2023-2024","108807017","108064979","2024-05-15 20:05:35.176","Reading","629","21","5.6","68","3","EOY"
"929","2023-2024","108807015","108056955","2024-05-02 15:36:06.218","Reading","494","12","4.4","15","3","EOY"
"930","2023-2024","108807014","108185735","2024-05-07 15:24:12.009","Reading","306","1","2.9","8","4","EOY"
"931","2023-2024","108807017","108064948","2024-05-15 20:21:11.209","Reading","518","10","4.6","17","3","EOY"
"932","2023-2024","108807014","108137630","2024-05-13 13:56:15.786","Reading","476","5","4.2","49","4","EOY"
"933","2023-2024","108807108","108117688","2024-05-02 17:04:34.717","Reading","590","63","5.3","49","1","EOY"
"934","2023-2024","108807009","108075040","2024-05-02 19:10:18.759","Reading","1060","53","9.3","86","1","EOY"
"935","2023-2024","108807009","108078712","2024-05-02 19:01:13.251","Reading","585","10","5.2","89","3","EOY"
"936","2023-2024","108807108","108179105","2024-04-29 17:09:38.853","Reading","88","1","1.3","36","4","EOY"
"937","2023-2024","108807009","108049160","2024-05-02 15:11:22.512","Reading","1166","60","10.4","56","1","EOY"
"938","2023-2024","108807009","108039708","2024-05-09 14:37:00.810","Reading","889","36","7.7","88","2","EOY"
"939","2023-2024","108807087","108239130","2024-05-10 15:41:12.300","Reading","70","1","0.6","11","4","EOY"
"940","2023-2024","108807087","108126962","2024-05-10 16:57:04.187","Reading","1226","89","11.7","95","1","EOY"
"941","2023-2024","108807087","108155162","2024-05-10 18:34:41.817","Reading","375","4","3.4","5","4","EOY"
"942","2023-2024","108807097","108126659","2024-05-10 16:25:08.064","Reading","674","36","6.0","45","2","EOY"
"943","2023-2024","108807017","108072586","2024-05-15 13:38:13.785","Reading","513","9","4.5","33","4","EOY"
"944","2023-2024","108807015","108201358","2024-04-30 18:48:42.474","Reading","627","29","5.6","","2","EOY"
"945","2023-2024","108807017","108230078","2024-05-15 20:05:18.638","Reading","426","4","3.7","19","4","EOY"
"946","2023-2024","108807009","108048514","2024-05-02 13:58:15.880","Reading","470","5","4.1","32","4","EOY"
"947","2023-2024","108807015","108056964","2024-04-30 20:13:56.215","Reading","463","9","4.1","9","4","EOY"
"948","2023-2024","108807014","108051030","2024-05-07 13:27:58.506","Reading","217","1","2.2","2","4","EOY"
"949","2023-2024","108807015","108056887","2024-04-30 18:45:19.671","Reading","622","28","5.5","71","2","EOY"
"950","2023-2024","108807014","108060362","2024-05-07 14:24:01.764","Reading","529","7","4.7","21","4","EOY"
"951","2023-2024","108807014","108050983","2024-05-07 14:31:49.128","Reading","837","31","7.2","33","2","EOY"
"952","2023-2024","108807087","108158931","2024-05-10 16:16:34.990","Reading","76","1","0.9","1","4","EOY"
"953","2023-2024","108807009","108063085","2024-05-02 19:59:02.904","Reading","381","2","3.4","7","4","EOY"
"954","2023-2024","108807015","108038879","2024-04-30 16:37:37.186","Reading","415","6","3.7","3","4","EOY"
"955","2023-2024","108807014","108081290","2024-05-07 13:28:38.756","Reading","491","5","4.3","17","4","EOY"
"956","2023-2024","108807108","108075350","2024-05-02 16:43:35.300","Reading","281","6","2.7","58","4","EOY"
"957","2023-2024","108807087","108200300","2024-05-08 19:40:39.743","Reading","383","4","3.5","68","4","EOY"
"958","2023-2024","108807015","108056919","2024-04-30 18:36:38.450","Reading","491","12","4.3","6","3","EOY"
"959","2023-2024","108807087","108218847","2024-05-13 13:33:26.522","Reading","339","3","3.1","8","4","EOY"
"960","2023-2024","108807015","108056996","2024-04-30 18:46:51.146","Reading","513","14","4.5","65","3","EOY"
"961","2023-2024","108807087","108091537","2024-05-10 18:34:28.984","Reading","606","26","5.4","","2","EOY"
"962","2023-2024","108807017","108185650","2024-05-15 18:44:02.028","Reading","864","45","7.5","16","1","EOY"
"963","2023-2024","108807009","108240649","2024-05-02 17:57:51.356","Reading","1174","61","10.6","92","1","EOY"
"964","2023-2024","108807108","108230804","2024-05-07 17:33:43.443","Reading","166","2","1.9","76","4","EOY"
"965","2023-2024","108807017","108246109","2024-05-15 13:23:52.628","Reading","312","1","2.9","27","4","EOY"
"966","2023-2024","108807014","108051681","2024-05-07 13:13:57.268","Reading","349","1","3.2","2","4","EOY"
"967","2023-2024","108807017","108064960","2024-05-15 17:22:49.618","Reading","397","3","3.5","15","4","EOY"
"968","2023-2024","108807087","108242407","2024-05-15 19:32:16.999","Reading","530","16","4.7","56","3","EOY"
"969","2023-2024","108807009","108048764","2024-05-02 19:18:36.056","Reading","1283","74","12.8","99","1","EOY"
"970","2023-2024","108807009","108047919","2024-05-02 18:10:23.767","Reading","1017","51","9.0","98","1","EOY"
